idx,input,expected_text,generated_text,input_skills_C,expected_skills_C,generated_skills_C,num_skills_C,num_gen_skills_C,percent_skills_match_C,num_skills_match_C,rouge_scores_skill_C,bleu_scores_skill_C,rouge1_avg_skill_C,rouge2_avg_skill_C,rougeL_avg_skill_C,bleu_avg_skill_C,levenshtein_skill_C,mismatched_ALL,Problem type
296," Haben wir Ihr Interesse geweckt und sind Sie eine <SoftSkill_C>belastbare</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> sowie <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill> mit <SoftSkill>viel Engagement</SoftSkill> und <SoftSkill>Motivation</SoftSkill>? ->"," Haben wir Ihr Interesse geweckt und sind Sie eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> sowie <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill> mit <SoftSkill>viel Engagement</SoftSkill> und <SoftSkill>Motivation</SoftSkill>?"," Haben wir Ihr Interesse geweckt und sind Sie eine <SoftSkill>belastbare Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> sowie <SoftSkill>organisationsstarke Persönlichkeit</SoftSkill> mit <SoftSkill>viel Engagement</SoftSkill> und <SoftSkill>Motivation</SoftSkill>?","['belastbare', 'zuverlässige']","['belastbare Persönlichkeit', 'zuverlässige Persönlichkeit']","['belastbare Persönlichkeit', 'zuverlässige Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
297,•  <SoftSkill_C>Manuelles</SoftSkill_C> und <SoftSkill>technisches Geschick</SoftSkill> ->,<SoftSkill>Manuelles Geschick</SoftSkill> und <SoftSkill>technisches Geschick</SoftSkill>,<SoftSkill>Manuelles Geschick</SoftSkill> und <SoftSkill>technisches Geschick</SoftSkill>,['Manuelles'],['Manuelles Geschick'],['Manuelles Geschick'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
298,•  <SoftSkill_C>engagiertes</SoftSkill_C> und <SoftSkill>motiviertes Lernverhalten</SoftSkill> ->,<SoftSkill>engagiertes Lernverhalten</SoftSkill> und <SoftSkill>motiviertes Lernverhalten</SoftSkill>,<SoftSkill>engagiertes Lernverhalten</SoftSkill> und <SoftSkill>motiviertes Lernverhalten</SoftSkill>,['engagiertes'],['engagiertes Lernverhalten'],['engagiertes Lernverhalten'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
299,Sie sind eine <SoftSkill_C>teamfähige</SoftSkill_C> und <SoftSkill>körperliche robuste Person</SoftSkill> und überzeugen mit Ihrer <SoftSkill_C>genauen</SoftSkill_C> und <SoftSkill>speditiven Arbeitsweise</SoftSkill>. ->,Sie sind eine <SoftSkill>teamfähige Person</SoftSkill> und <SoftSkill>körperliche robuste Person</SoftSkill> und überzeugen mit Ihrer <SoftSkill>genauen Arbeitsweise</SoftSkill> und <SoftSkill>speditiven Arbeitsweise</SoftSkill>.,Sie sind eine <SoftSkill>teamfähige Person</SoftSkill> und <SoftSkill>körperliche robuste Person</SoftSkill> und überzeugen mit Ihrer <SoftSkill>genauen Arbeitsweise</SoftSkill> und <SoftSkill>speditiven Arbeitsweise</SoftSkill>.,"['teamfähige', 'genauen']","['teamfähige Person', 'genauen Arbeitsweise']","['teamfähige Person', 'körperliche robuste Person']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 1.5319719891192393e-231]",0.4999999975,0.4999999975,0.4999999975,0.5,20,False,MDC
300,•  <SoftSkill_C>Hohe Sozial-</SoftSkill_C> und <SoftSkill>Selbstkompetenz</SoftSkill> ->,<SoftSkill>Hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Selbstkompetenz</SoftSkill>,<SoftSkill>Hohe Sozialkompetenz</SoftSkill> und <SoftSkill>Selbstkompetenz</SoftSkill>,['Hohe Sozial-'],['Hohe Sozialkompetenz'],['Hohe Sozialkompetenz'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
301," •  <SoftSkill_C>Selbstständige</SoftSkill_C>, <SoftSkill_C>flexible</SoftSkill_C> und <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> mit einer <SoftSkill>ausgeprägten Dienstleistungsorientierung</SoftSkill>, einer <SoftSkill>proaktiven Art</SoftSkill> und einem <SoftSkill>guten Gespür für Menschen</SoftSkill>. ->"," • <SoftSkill>Selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> mit einer <SoftSkill>ausgeprägten Dienstleistungsorientierung</SoftSkill>, einer <SoftSkill>proaktiven Art</SoftSkill> und einem <SoftSkill>guten Gespür für Menschen</SoftSkill>."," • <SoftSkill>Selbstständige Persönlichkeit</SoftSkill>, <SoftSkill>flexible Persönlichkeit</SoftSkill> und <SoftSkill>kommunikationsstarke Persönlichkeit</SoftSkill> mit einer <SoftSkill>ausgeprägten Dienstleistungsorientierung</SoftSkill>, einer <SoftSkill>proaktiven Art</SoftSkill> und einem <SoftSkill>guten Gespür für Menschen</SoftSkill>.","['Selbstständige', 'flexible']","['Selbstständige Persönlichkeit', 'flexible Persönlichkeit']","['Selbstständige Persönlichkeit', 'flexible Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
302,<SoftSkill_C>Selbständige</SoftSkill_C> und <SoftSkill>proaktive Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill> ->,<SoftSkill>Selbständige Persönlichkeit</SoftSkill> und <SoftSkill>proaktive Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>,<SoftSkill>Selbständige Persönlichkeit</SoftSkill> und <SoftSkill>proaktive Persönlichkeit</SoftSkill> mit <SoftSkill>rascher Auffassungsgabe</SoftSkill>,['Selbständige'],['Selbständige Persönlichkeit'],['Selbständige Persönlichkeit'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
303,•  <SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill> und <SoftSkill_C>Mechanik</SoftSkill_C> ->,<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill> und <SoftSkill>Interesse an Mechanik</SoftSkill>.,<SoftSkill>Interesse an technischen Zusammenhängen</SoftSkill> und <SoftSkill>Interesse an Mechanik</SoftSkill>.,['Mechanik'],['Interesse an Mechanik'],['Interesse an technischen Zusammenhängen'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.5, 'p': 0.6666666666666666, 'f': 0.5714285665306124}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.5, 'f': 0.39999999520000007}, 'rouge-l': {'r': 0.5, 'p': 0.6666666666666666, 'f': 0.5714285665306124}}]]",[0.36280095317289907],0.5714285665306124,0.39999999520000007,0.5714285665306124,0.36280095317289907,21,False,MWA
304," Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln unternehmerisch</SoftSkill>, <SoftSkill_C>vorausschauend</SoftSkill_C> und haben <SoftSkill>Freude im Umgang mit Menschen</SoftSkill>. ->"," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>handeln unternehmerisch</SoftSkill>, <SoftSkill>denken vorausschauend</SoftSkill> und <SoftSkill>handeln vorausschauend</SoftSkill>, <SoftSkill>haben Freude im Umgang mit Menschen</SoftSkill>"," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>handeln unternehmerisch</SoftSkill>, <SoftSkill>denken vorausschauend</SoftSkill> und <SoftSkill>handeln vorausschauend</SoftSkill>, <SoftSkill>haben Freude im Umgang mit Menschen</SoftSkill> und <SoftSkill>haben Freude im Umgang mit Menschen</SoftSkill>.","['denken', 'vorausschauend']","['denken unternehmerisch', 'denken vorausschauend']","['denken unternehmerisch', 'handeln unternehmerisch']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 3.641778071011159e-78]",0.4999999975,0.4999999975,0.4999999975,0.5,19,True,MDC
305,Sie verfügen über eine <SoftSkill_C>sehr gute mündliche</SoftSkill_C> und <SoftSkill>schriftliche Ausdrucksfähigkeit</SoftSkill>. ->,Sie verfügen über eine <SoftSkill>sehr gute mündliche Ausdrucksfähigkeitund</SoftSkill> und <SoftSkill>schriftliche Ausdrucksfähigkeit</SoftSkill>.,Sie verfügen über eine <SoftSkill>sehr gute mündliche Ausdrucksfähigkeitund</SoftSkill> und <SoftSkill>schriftliche Ausdrucksfähigkeit</SoftSkill>.,['sehr gute mündliche'],['sehr gute mündliche Ausdrucksfähigkeitund'],['sehr gute mündliche Ausdrucksfähigkeitund'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
