idx,input,expected_text,generated_text,input_skills_all,expected_skills_all,generated_skills_all,num_skills_all,num_gen_skills_all,percent_skills_match_all,num_skills_match_all,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL,Problem type
196,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill_C>interdisziplinärer Zusammenarbeit</SoftSkill_C> Suchen Sie eine neue Herausforderung? ->,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill>Freude an interdisziplinärer Zusammenarbeit</SoftSkill> Suchen Sie eine neue Herausforderung?,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill>Freude an interdisziplinärer Zusammenarbeit</SoftSkill> Suchen Sie eine neue Herausforderung?,"['Freude an abwechslungsreichen Tätigkeiten', 'interdisziplinärer Zusammenarbeit']","['Freude an abwechslungsreichen Tätigkeiten', 'Freude an interdisziplinärer Zusammenarbeit']","['Freude an abwechslungsreichen Tätigkeiten', 'Freude an interdisziplinärer Zusammenarbeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
197," Sie sind eine <SoftSkill_C>ausgeglichene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>. ->"," Sie sind eine <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>."," Sie sind eine <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>.","['ausgeglichene', 'zuverlässige', 'verschwiegene Persönlichkeit', 'wertfreie Einstellung gegenüber Menschen fremder Kulturen']","['ausgeglichene Persönlichkeit', 'zuverlässige Persönlichkeit', 'verschwiegene Persönlichkeit', 'wertfreie Einstellung gegenüber Menschen fremder Kulturen']","['ausgeglichene Persönlichkeit', 'zuverlässige Persönlichkeit', 'verschwiegene Persönlichkeit', 'wertfreie Einstellung gegenüber Menschen fremder Kulturen']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
198," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill_C>Physik</SoftSkill_C> vorhanden sein. ->"," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill>grosses Interesse an Physik</SoftSkill> vorhanden sein."," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill>grosses Interesse an Physik</SoftSkill> vorhanden sein.","['gutes Vorstellungsvermögen', 'exakte Arbeitsweise', 'grosses Interesse an Mathematik', 'Physik']","['gutes Vorstellungsvermögen', 'exakte Arbeitsweise', 'grosses Interesse an Mathematik', 'grosses Interesse an Physik']","['gutes Vorstellungsvermögen', 'exakte Arbeitsweise', 'grosses Interesse an Mathematik', 'grosses Interesse an Physik']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
199," Die grosse Eigenverantwortung bedingt eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>zugreifende</SoftSkill_C> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>systematischer</SoftSkill_C>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>. ->"," Die grosse Eigenverantwortung bedingt eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>zugreifende Persönlichkeit</SoftSkill> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>systematischer Vorgehensweise</SoftSkill>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>."," Die grosse Eigenverantwortung bedingt eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>zugreifende Persönlichkeit</SoftSkill> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>systematischer Vorgehensweise</SoftSkill>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>.","['selbständige', 'zugreifende', 'ergebnisorientierte Persönlichkeit', 'systematischer', 'strukturierter Vorgehensweise', 'flexiblem Handeln']","['selbständige Persönlichkeit', 'zugreifende Persönlichkeit', 'ergebnisorientierte Persönlichkeit', 'systematischer Vorgehensweise', 'strukturierter Vorgehensweise', 'flexiblem Handeln']","['selbständige Persönlichkeit', 'zugreifende Persönlichkeit', 'ergebnisorientierte Persönlichkeit', 'systematischer Vorgehensweise', 'strukturierter Vorgehensweise', 'flexiblem Handeln']",6,6,100.0,6.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.9999999949999999,0.9999999949999999,1.0,0,False,MDC
200," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill_C>kundenorientiert</SoftSkill_C>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>. ->"," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>denken kundenorientiert</SoftSkill>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>."," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>denken kundenorientiert</SoftSkill>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>.","['denken unternehmerisch', 'kundenorientiert', 'entscheidungsfreudig', 'Selbständigkeit', 'Belastbarkeit', 'Umsetzungsstärke']","['denken unternehmerisch', 'denken kundenorientiert', 'entscheidungsfreudig', 'Selbständigkeit', 'Belastbarkeit', 'Umsetzungsstärke']","['denken unternehmerisch', 'denken kundenorientiert', 'entscheidungsfreudig', 'Selbständigkeit', 'Belastbarkeit', 'Umsetzungsstärke']",6,6,100.0,6.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.3333333316666667,0.9999999949999999,1.0,0,False,MWA
201," Mit Ihrer <SoftSkill_C>herzlichen</SoftSkill_C>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste. ->"," Mit Ihrer <SoftSkill>herzlichen Art</SoftSkill>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste."," Mit Ihrer <SoftSkill>herzlichen Art</SoftSkill>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste.","['herzlichen', 'gewinnenden Art']","['herzlichen Art', 'gewinnenden Art']","['herzlichen Art', 'gewinnenden Art']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
202,Mit Ihrer <SoftSkill_C>freundlichen</SoftSkill_C> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei. ->,Mit Ihrer <SoftSkill>freundlichen Art</SoftSkill> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei.,Mit Ihrer <SoftSkill>freundlichen Art</SoftSkill> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei.,"['freundlichen', 'hilfsbereiten Art']","['freundlichen Art', 'hilfsbereiten Art']","['freundlichen Art', 'hilfsbereiten Art']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
203," B, C
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill> ->"," B, C
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill>"," B, C
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill>","['Exakte', 'systematische Arbeitsweise', 'Körperliche Belastbarkeit', 'Team-', 'Kommunikationsfähigkeit', 'Bereitschaft Pikettdienst zu leisten']","['Exakte Arbeitsweise', 'systematische Arbeitsweise', 'Körperliche Belastbarkeit', 'Teamfähigkeit', 'Kommunikationsfähigkeit', 'Bereitschaft Pikettdienst zu leisten']","['Exakte Arbeitsweise', 'systematische Arbeitsweise', 'Körperliche Belastbarkeit', 'Teamfähigkeit', 'Kommunikationsfähigkeit', 'Bereitschaft Pikettdienst zu leisten']",6,6,100.0,6.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.6666666633333334,0.9999999949999999,1.0,0,False,HMDC
204," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill_C>systematische</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill> ->"," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill>systematische Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill>"," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill>systematische Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill>","['Zuverlässigkeit', 'systematische', 'selbständige Arbeitsweise', 'Teamgeist']","['Zuverlässigkeit', 'systematische Arbeitsweise', 'selbständige Arbeitsweise', 'Teamgeist']","['Zuverlässigkeit', 'systematische Arbeitsweise', 'selbständige Arbeitsweise', 'Teamgeist']",4,4,100.0,4.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.4999999975,0.999999995,1.0,0,False,OWA
205,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und am <SoftSkill_C>Umweltschutz</SoftSkill_C>. ->,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und <SoftSkill>Freude am Umweltschutz</SoftSkill>.,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und <SoftSkill>Freude am Umweltschutz</SoftSkill>.,"['Freude am Umgang mit recyclierbaren Wertstoffen', 'Umweltschutz']","['Freude am Umgang mit recyclierbaren Wertstoffen', 'Freude am Umweltschutz']","['Freude am Umgang mit recyclierbaren Wertstoffen', 'Freude am Umweltschutz']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
206,Sie sind <SoftSkill_C>offen</SoftSkill_C> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>. ->,Sie sind <SoftSkill>offen an neuen Herausforderungen</SoftSkill> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>.,Sie sind <SoftSkill>offen an neuen Herausforderungen</SoftSkill> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>.,"['offen', 'interessiert an neuen Herausforderungen']","['offen an neuen Herausforderungen', 'interessiert an neuen Herausforderungen']","['offen an neuen Herausforderungen', 'interessiert an neuen Herausforderungen']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
207,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill_C>selbstständig</SoftSkill_C> als auch <SoftSkill_C>gemeinsam im Team</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill>arbeiten sowohl selbstständig</SoftSkill> als auch <SoftSkill>arbeiten gemeinsam im Team</SoftSkill>.,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill>arbeiten sowohl selbstständig</SoftSkill> als auch <SoftSkill>arbeiten gemeinsam im Team</SoftSkill>.,"['arbeiten sowohl eigenverantwortlich', 'selbstständig', 'gemeinsam im Team']","['arbeiten sowohl eigenverantwortlich', 'arbeiten sowohl selbstständig', 'arbeiten gemeinsam im Team']","['arbeiten sowohl eigenverantwortlich', 'arbeiten sowohl selbstständig', 'arbeiten gemeinsam im Team']",3,3,100.0,3.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MDC
208,•  <SoftSkill_C>qualitäts-</SoftSkill_C> und <SoftSkill>ergebnisorientiert</SoftSkill> ->,<SoftSkill>qualitätsorientiert</SoftSkill> und <SoftSkill>ergebnisorientiert</SoftSkill>,<SoftSkill>qualitätsorientiert</SoftSkill> und <SoftSkill>ergebnisorientiert</SoftSkill>,"['qualitäts-', 'ergebnisorientiert']","['qualitätsorientiert', 'ergebnisorientiert']","['qualitätsorientiert', 'ergebnisorientiert']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.0,0.999999995,1.0,0,False,OWA
