,idx,input,generated_text,expected_text,wrong GPT3,Problem type,expected_skills_all,generated_skills_all,input_skills_C,input_skills_all,expected_skills_C,generated_skills_C,num_skills_all,num_skills_C,num_gen_skills_all,num_gen_skills_C,percent_skills_match_all,percent_skills_match_C,num_skills_match_all,num_skills_match_C,cleaned_generated_text,cleaned_expected_text,sentence_levenshtein,rouge_scores_skill_C,bleu_scores_skill_C,rouge1_avg_skill_C,rouge2_avg_skill_C,rougeL_avg_skill_C,bleu_avg_skill_C,levenshtein_skill_C,rouge_scores_skill_all,bleu_scores_skill_all,rouge1_avg_skill_all,rouge2_avg_skill_all,rougeL_avg_skill_all,bleu_avg_skill_all,levenshtein_skill_all,mismatched_ALL
426,612," Als Teamplayer/-in mit einem <SoftSkill_C>sicheren</SoftSkill_C>, <SoftSkill>kompetenten Auftreten</SoftSkill> und <SoftSkill>ausgezeichneten kommunikativen Fähigkeiten</SoftSkill> unterstützen Sie die Leitung von Finanzen & Services optimal. ->"," Als Teamplayer/-in mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>kompetenten Auftreten</SoftSkill> und <SoftSkill>ausgezeichneten kommunikativen Fähigkeiten</SoftSkill> unterstützen Sie die Leitung von Finanzen & Services optimal."," Als Teamplayer/-in mit einem <SoftSkill>sicheren Auftreten</SoftSkill>, <SoftSkill>kompetenten Auftreten</SoftSkill> und <SoftSkill>ausgezeichneten kommunikativen Fähigkeiten</SoftSkill> unterstützen Sie die Leitung von Finanzen & Services optimal.",1,MC,"['sicheren Auftreten', 'kompetenten Auftreten', 'ausgezeichneten kommunikativen Fähigkeiten']","['sicheren Auftreten', 'kompetenten Auftreten', 'ausgezeichneten kommunikativen Fähigkeiten']",['sicheren'],"['sicheren', 'kompetenten Auftreten', 'ausgezeichneten kommunikativen Fähigkeiten']",['sicheren Auftreten'],['sicheren Auftreten'],3,1,3,1,100.0,100.0,3.0,1.0," Als Teamplayer/-in mit einem sicheren Auftreten, kompetenten Auftreten und ausgezeichneten kommunikativen Fähigkeiten unterstützen Sie die Leitung von Finanzen & Services optimal."," Als Teamplayer/-in mit einem sicheren Auftreten, kompetenten Auftreten und ausgezeichneten kommunikativen Fähigkeiten unterstützen Sie die Leitung von Finanzen & Services optimal.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
427,613," Ihr Profil
Sie sind eine junge, <SoftSkill_C>dynamische</SoftSkill_C>, <SoftSkill_C>positiv</SoftSkill_C> <SoftSkill_C>eingestellte</SoftSkill_C> und <SoftSkill>erfolgsorientierte Ver-kaufspersönlichkeit</SoftSkill> mit einer <SoftSkill_C>flexiblen</SoftSkill_C>, <SoftSkill_C>selbstständigen</SoftSkill_C> und <SoftSkill>disziplinierten Arbeits-weise</SoftSkill>. ->"," Ihr Profil
Sie sind eine junge, <SoftSkill>dynamische Verkaufspersönlichkeit</SoftSkill>, <SoftSkill>positiv eingestellte Verkaufspersönlichkeit</SoftSkill> und <SoftSkill>erfolgsorientierte Verkaufspersönlichkeit</SoftSkill> mit einer <SoftSkill>flexiblen Arbeitsweise</SoftSkill>, <SoftSkill>selbstständigen Arbeitsweise</SoftSkill> und <SoftSkill>disziplinierten Arbeitsweise</SoftSkill>."," Ihr Profil
Sie sind eine junge, <SoftSkill>dynamische Verkaufspersönlichkeit</SoftSkill>, <SoftSkill>positiv eingestellte Verkaufspersönlichkeit</SoftSkill> und <SoftSkill>erfolgsorientierte Verkaufspersönlichkeit</SoftSkill> mit einer <SoftSkill>flexiblen Arbeitsweise</SoftSkill>, <SoftSkill>selbstständigen Arbeitsweise</SoftSkill> und <SoftSkill>disziplinierten Arbeitsweise</SoftSkill>.",1,MDC,"['dynamische Verkaufspersönlichkeit', 'positiv eingestellte Verkaufspersönlichkeit', 'erfolgsorientierte Verkaufspersönlichkeit', 'flexiblen Arbeitsweise', 'selbstständigen Arbeitsweise', 'disziplinierten Arbeitsweise']","['dynamische Verkaufspersönlichkeit', 'positiv eingestellte Verkaufspersönlichkeit', 'erfolgsorientierte Verkaufspersönlichkeit', 'flexiblen Arbeitsweise', 'selbstständigen Arbeitsweise', 'disziplinierten Arbeitsweise']","['dynamische', 'positiv', 'eingestellte', 'flexiblen', 'selbstständigen']","['dynamische', 'positiv', 'eingestellte', 'erfolgsorientierte Ver-kaufspersönlichkeit', 'flexiblen', 'selbstständigen', 'disziplinierten Arbeits-weise']","['dynamische Verkaufspersönlichkeit', 'positiv eingestellte Verkaufspersönlichkeit', 'erfolgsorientierte Verkaufspersönlichkeit', 'selbstständigen Arbeitsweise', 'disziplinierten Arbeitsweise']",[],6,5,6,0,100.0,0.0,6.0,0.0," Ihr Profil Sie sind eine junge, dynamische Verkaufspersönlichkeit, positiv eingestellte Verkaufspersönlichkeit und erfolgsorientierte Verkaufspersönlichkeit mit einer flexiblen Arbeitsweise, selbstständigen Arbeitsweise und disziplinierten Arbeitsweise."," Ihr Profil Sie sind eine junge, dynamische Verkaufspersönlichkeit, positiv eingestellte Verkaufspersönlichkeit und erfolgsorientierte Verkaufspersönlichkeit mit einer flexiblen Arbeitsweise, selbstständigen Arbeitsweise und disziplinierten Arbeitsweise.",0,[],[],-1.0,-1.0,-1.0,-1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.9999999949999999,0.9999999949999999,1.0,0,False
428,614," Zusätzlichen bringen Sie ein <SoftSkill_C>hohes Mass an Fach-</SoftSkill_C>, <SoftSkill_C>Sozial-</SoftSkill_C>, <SoftSkill_C>Selbst-</SoftSkill_C> und <SoftSkill>Methodenkompetenz</SoftSkill> und <SoftSkill>agieren im interdisziplinären Kontext sicher und konstruktiv</SoftSkill>. ->"," Zusätzlichen bringen Sie ein <SoftSkill>hohes Mass an Fachkompetenz</SoftSkill>, <SoftSkill>Sozialkompetenz</SoftSkill>, <SoftSkill>Selbstkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> und <SoftSkill>agieren im interdisziplinären Kontext sicher und konstruktiv</SoftSkill>."," Zusätzlichen bringen Sie ein <SoftSkill>hohes Mass an Fachkompetenz</SoftSkill>, <SoftSkill>Sozialkompetenz</SoftSkill>, <SoftSkill>Selbstkompetenz</SoftSkill> und <SoftSkill>Methodenkompetenz</SoftSkill> und <SoftSkill>agieren im interdisziplinären Kontext sicher und konstruktiv</SoftSkill>.",1,HMC,"['hohes Mass an Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz', 'Methodenkompetenz', 'agieren im interdisziplinären Kontext sicher und konstruktiv']","['hohes Mass an Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz', 'Methodenkompetenz', 'agieren im interdisziplinären Kontext sicher und konstruktiv']","['hohes Mass an Fach-', 'Sozial-', 'Selbst-']","['hohes Mass an Fach-', 'Sozial-', 'Selbst-', 'Methodenkompetenz', 'agieren im interdisziplinären Kontext sicher und konstruktiv']","['hohes Mass an Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz']","['hohes Mass an Fachkompetenz', 'Sozialkompetenz', 'Selbstkompetenz']",5,3,5,3,100.0,100.0,5.0,3.0," Zusätzlichen bringen Sie ein hohes Mass an Fachkompetenz, Sozialkompetenz, Selbstkompetenz und Methodenkompetenz und agieren im interdisziplinären Kontext sicher und konstruktiv."," Zusätzlichen bringen Sie ein hohes Mass an Fachkompetenz, Sozialkompetenz, Selbstkompetenz und Methodenkompetenz und agieren im interdisziplinären Kontext sicher und konstruktiv.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.3333333316666667,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9999999949999999,0.399999998,0.9999999949999999,1.0,0,False
429,615,•  <SoftSkill_C>Unternehmerisches-</SoftSkill_C> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> ->,<SoftSkill>Unternehmerisches Denken</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>kundenorientiertes Handeln</SoftSkill>,<SoftSkill>Unternehmerisches Denken</SoftSkill> sowie <SoftSkill>kundenorientiertes Denken</SoftSkill> und <SoftSkill>kundenorientiertes Handeln</SoftSkill>,1,MDC,"['Unternehmerisches Denken', 'kundenorientiertes Denken', 'kundenorientiertes Handeln']","['Unternehmerisches Denken', 'kundenorientiertes Denken', 'kundenorientiertes Handeln']","['Unternehmerisches-', 'Handeln']","['Unternehmerisches-', 'kundenorientiertes Denken', 'Handeln']","['Unternehmerisches Denken', 'kundenorientiertes Handeln']","['Unternehmerisches Denken', 'kundenorientiertes Handeln']",3,2,3,2,100.0,100.0,3.0,2.0,Unternehmerisches Denken sowie kundenorientiertes Denken und kundenorientiertes Handeln,Unternehmerisches Denken sowie kundenorientiertes Denken und kundenorientiertes Handeln,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
430,616,•  <SoftSkill_C>Hohes organisatorisches</SoftSkill_C> und <SoftSkill>koordinatives Geschick</SoftSkill> ->,<SoftSkill>Hohes organisatorisches Geschick</SoftSkill> und <SoftSkill>koordinatives Geschick</SoftSkill>,<SoftSkill>Hohes organisatorisches Geschick</SoftSkill> und <SoftSkill>koordinatives Geschick</SoftSkill>,1,OWA,"['Hohes organisatorisches Geschick', 'koordinatives Geschick']","['Hohes organisatorisches Geschick', 'koordinatives Geschick']",['Hohes organisatorisches'],"['Hohes organisatorisches', 'koordinatives Geschick']",['Hohes organisatorisches Geschick'],['Hohes organisatorisches Geschick'],2,1,2,1,100.0,100.0,2.0,1.0,Hohes organisatorisches Geschick und koordinatives Geschick,Hohes organisatorisches Geschick und koordinatives Geschick,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
431,617," Zudem zeichnen Sie sich durch Ihre <SoftSkill_C>selbstständige</SoftSkill_C> und <SoftSkill>zuverlässige Art</SoftSkill> aus und <SoftSkill>wissen, wie Gespräche effizient geführt werden</SoftSkill>. ->"," Zudem zeichnen Sie sich durch Ihre <SoftSkill>selbstständige Art</SoftSkill> und <SoftSkill>zuverlässige Art</SoftSkill> aus und <SoftSkill>wissen, wie Gespräche effizient geführt werden</SoftSkill>."," Zudem zeichnen Sie sich durch Ihre <SoftSkill>selbstständige Art</SoftSkill> und <SoftSkill>zuverlässige Art</SoftSkill> aus und <SoftSkill>wissen, wie Gespräche effizient geführt werden</SoftSkill>.",1,OWA,"['selbstständige Art', 'zuverlässige Art', 'wissen, wie Gespräche effizient geführt werden']","['selbstständige Art', 'zuverlässige Art', 'wissen, wie Gespräche effizient geführt werden']",['selbstständige'],"['selbstständige', 'zuverlässige Art', 'wissen, wie Gespräche effizient geführt werden']",['selbstständige Art'],['selbstständige Art'],3,1,3,1,100.0,100.0,3.0,1.0," Zudem zeichnen Sie sich durch Ihre selbstständige Art und zuverlässige Art aus und wissen, wie Gespräche effizient geführt werden."," Zudem zeichnen Sie sich durch Ihre selbstständige Art und zuverlässige Art aus und wissen, wie Gespräche effizient geführt werden.",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
432,618,<SoftSkill_C>Kommmunikations-</SoftSkill_C> und <SoftSkill>Kooperationsfähigkeit</SoftSkill> ->,<SoftSkill>Kommmunikationsfähigkeit</SoftSkill> und <SoftSkill>Kooperationsfähigkeit</SoftSkill>,<SoftSkill>Kommmunikationsfähigkeit</SoftSkill> und <SoftSkill>Kooperationsfähigkeit</SoftSkill>,1,HOWA,"['Kommmunikationsfähigkeit', 'Kooperationsfähigkeit']","['Kommmunikationsfähigkeit', 'Kooperationsfähigkeit']",['Kommmunikations-'],"['Kommmunikations-', 'Kooperationsfähigkeit']",['Kommmunikationsfähigkeit'],['Kommmunikationsfähigkeit'],2,1,2,1,100.0,100.0,2.0,1.0,Kommmunikationsfähigkeit und Kooperationsfähigkeit,Kommmunikationsfähigkeit und Kooperationsfähigkeit,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.0,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.0,0.999999995,1.0,0,False
433,619," Sie besitzen ein
<SoftSkill>gutes Verständnis für Geodaten</SoftSkill> und <SoftSkill_C>zeitgemässe Technologien</SoftSkill_C>. ->",Sie besitzen ein <SoftSkill>gutes Verständnis für Geodaten</SoftSkill> und <SoftSkill>ein zeitgemässe Technologien</SoftSkill>.,Sie besitzen ein <SoftSkill>gutes Verständnis für Geodaten</SoftSkill> und <SoftSkill>gutes Verständnis für zeitgemässe Technologien</SoftSkill>.,0,MWA,"['gutes Verständnis für Geodaten', 'gutes Verständnis für zeitgemässe Technologien']","['gutes Verständnis für Geodaten', 'ein zeitgemässe Technologien']",['zeitgemässe Technologien'],"['gutes Verständnis für Geodaten', 'zeitgemässe Technologien']",['gutes Verständnis für zeitgemässe Technologien'],['ein zeitgemässe Technologien'],2,1,2,1,50.0,0.0,1.0,0.0,Sie besitzen ein gutes Verständnis für Geodaten und ein zeitgemässe Technologien.,Sie besitzen ein gutes Verständnis für Geodaten und gutes Verständnis für zeitgemässe Technologien.,19,"[[{'rouge-1': {'r': 0.6666666666666666, 'p': 0.4, 'f': 0.49999999531250006}, 'rouge-2': {'r': 0.5, 'p': 0.25, 'f': 0.33333332888888895}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.4, 'f': 0.49999999531250006}}]]",[0.4795477411504479],0.49999999531250006,0.33333332888888895,0.49999999531250006,0.4795477411504479,19,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.6666666666666666, 'p': 0.4, 'f': 0.49999999531250006}, 'rouge-2': {'r': 0.5, 'p': 0.25, 'f': 0.33333332888888895}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.4, 'f': 0.49999999531250006}}]]","[1.0, 0.4795477411504479]",0.74999999515625,0.6666666619444445,0.74999999515625,0.7397738705752239,19,False
434,620," Berufserfahrung im Detailhandel oder im Verkauf
<SoftSkill>Sehr gutes Zahlenflair</SoftSkill>
<SoftSkill_C>Stilvolles</SoftSkill_C> und <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>
Sie können <SoftSkill>flexibel, nach Einsatzplan arbeiten</SoftSkill> ->"," Berufserfahrung im Detailhandel oder im Verkauf
<SoftSkill>Sehr gutes Zahlenflair</SoftSkill>
<SoftSkill>Stilvolles Erscheinungsbild</SoftSkill> und <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>
Sie können <SoftSkill>flexibel, nach Einsatzplan arbeiten</SoftSkill>"," Berufserfahrung im Detailhandel oder im Verkauf
<SoftSkill>Sehr gutes Zahlenflair</SoftSkill>
<SoftSkill>Stilvolles Erscheinungsbild</SoftSkill> und <SoftSkill>gepflegtes Erscheinungsbild</SoftSkill>
Sie können <SoftSkill>flexibel, nach Einsatzplan arbeiten</SoftSkill>",1,OWA,"['Sehr gutes Zahlenflair', 'Stilvolles Erscheinungsbild', 'gepflegtes Erscheinungsbild', 'flexibel, nach Einsatzplan arbeiten']","['Sehr gutes Zahlenflair', 'Stilvolles Erscheinungsbild', 'gepflegtes Erscheinungsbild', 'flexibel, nach Einsatzplan arbeiten']",['Stilvolles'],"['Sehr gutes Zahlenflair', 'Stilvolles', 'gepflegtes Erscheinungsbild', 'flexibel, nach Einsatzplan arbeiten']",['Stilvolles Erscheinungsbild'],['Stilvolles Erscheinungsbild'],4,1,4,1,100.0,100.0,4.0,1.0," Berufserfahrung im Detailhandel oder im Verkauf Sehr gutes Zahlenflair Stilvolles Erscheinungsbild und gepflegtes Erscheinungsbild Sie können flexibel, nach Einsatzplan arbeiten"," Berufserfahrung im Detailhandel oder im Verkauf Sehr gutes Zahlenflair Stilvolles Erscheinungsbild und gepflegtes Erscheinungsbild Sie können flexibel, nach Einsatzplan arbeiten",0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0, 1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
435,621,<SoftSkill_C>Fachliche</SoftSkill_C> sowie <SoftSkill>soziale Kompetenz</SoftSkill> im Umgang mit Patienten und Angehörigen ? ->,<SoftSkill>Fachliche Kompetenz</SoftSkill> sowie <SoftSkill>soziale Kompetenz</SoftSkill> im Umgang mit Patienten und Angehörigen ?,<SoftSkill>Fachliche Kompetenz</SoftSkill> sowie <SoftSkill>soziale Kompetenz</SoftSkill> im Umgang mit Patienten und Angehörigen ?,1,OWA,"['Fachliche Kompetenz', 'soziale Kompetenz']","['Fachliche Kompetenz', 'soziale Kompetenz']",['Fachliche'],"['Fachliche', 'soziale Kompetenz']",['Fachliche Kompetenz'],['Fachliche Kompetenz'],2,1,2,1,100.0,100.0,2.0,1.0,Fachliche Kompetenz sowie soziale Kompetenz im Umgang mit Patienten und Angehörigen ?,Fachliche Kompetenz sowie soziale Kompetenz im Umgang mit Patienten und Angehörigen ?,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False
