idx,input,expected_text,generated_text,input_skills_C,expected_skills_C,generated_skills_C,num_skills_C,num_gen_skills_C,percent_skills_match_C,num_skills_match_C,rouge_scores_skill_C,bleu_scores_skill_C,rouge1_avg_skill_C,rouge2_avg_skill_C,rougeL_avg_skill_C,bleu_avg_skill_C,levenshtein_skill_C,mismatched_ALL,Problem type
196,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill_C>interdisziplinärer Zusammenarbeit</SoftSkill_C> Suchen Sie eine neue Herausforderung? ->,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill>Freude an interdisziplinärer Zusammenarbeit</SoftSkill> Suchen Sie eine neue Herausforderung?,<SoftSkill>Freude an abwechslungsreichen Tätigkeiten</SoftSkill> und <SoftSkill>Freude an interdisziplinärer Zusammenarbeit</SoftSkill> Suchen Sie eine neue Herausforderung?,['interdisziplinärer Zusammenarbeit'],['Freude an interdisziplinärer Zusammenarbeit'],['Freude an abwechslungsreichen Tätigkeiten'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.3333333333333333, 'p': 0.3333333333333333, 'f': 0.3333333283333334}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}]]",[0.31016976438409005],0.4999999950000001,0.3333333283333334,0.4999999950000001,0.31016976438409005,27,False,MWA
197," Sie sind eine <SoftSkill_C>ausgeglichene</SoftSkill_C>, <SoftSkill_C>zuverlässige</SoftSkill_C> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>. ->"," Sie sind eine <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>."," Sie sind eine <SoftSkill>ausgeglichene Persönlichkeit</SoftSkill>, <SoftSkill>zuverlässige Persönlichkeit</SoftSkill> und <SoftSkill>verschwiegene Persönlichkeit</SoftSkill> und haben eine <SoftSkill>wertfreie Einstellung gegenüber Menschen fremder Kulturen</SoftSkill>.","['ausgeglichene', 'zuverlässige']","['ausgeglichene Persönlichkeit', 'zuverlässige Persönlichkeit']","['ausgeglichene Persönlichkeit', 'zuverlässige Persönlichkeit']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
198," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill_C>Physik</SoftSkill_C> vorhanden sein. ->"," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill>grosses Interesse an Physik</SoftSkill> vorhanden sein."," Es sollte ein <SoftSkill>gutes Vorstellungsvermögen</SoftSkill>, eine <SoftSkill>exakte Arbeitsweise</SoftSkill> sowie ein <SoftSkill>grosses Interesse an Mathematik</SoftSkill> und <SoftSkill>grosses Interesse an Physik</SoftSkill> vorhanden sein.",['Physik'],['grosses Interesse an Physik'],['gutes Vorstellungsvermögen'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[2.926773653727557e-78],0.0,0.0,0.0,2.926773653727557e-78,23,False,MWA
199," Die grosse Eigenverantwortung bedingt eine <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill_C>zugreifende</SoftSkill_C> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill_C>systematischer</SoftSkill_C>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>. ->"," Die grosse Eigenverantwortung bedingt eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>zugreifende Persönlichkeit</SoftSkill> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>systematischer Vorgehensweise</SoftSkill>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>."," Die grosse Eigenverantwortung bedingt eine <SoftSkill>selbständige Persönlichkeit</SoftSkill>, <SoftSkill>zugreifende Persönlichkeit</SoftSkill> und <SoftSkill>ergebnisorientierte Persönlichkeit</SoftSkill> mit <SoftSkill>systematischer Vorgehensweise</SoftSkill>, <SoftSkill>strukturierter Vorgehensweise</SoftSkill> und <SoftSkill>flexiblem Handeln</SoftSkill>.","['selbständige', 'zugreifende', 'systematischer']","['selbständige Persönlichkeit', 'zugreifende Persönlichkeit', 'systematischer Vorgehensweise']","['selbständige Persönlichkeit', 'zugreifende Persönlichkeit', 'ergebnisorientierte Persönlichkeit']",3,3,66.66666666666666,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 1.0, 3.3366288298383814e-78]",0.6666666633333334,0.6666666633333334,0.6666666633333334,0.6666666666666666,26,False,MDC
200," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill_C>kundenorientiert</SoftSkill_C>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>. ->"," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>denken kundenorientiert</SoftSkill>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>."," Sie <SoftSkill>denken unternehmerisch</SoftSkill> und <SoftSkill>denken kundenorientiert</SoftSkill>, sind <SoftSkill>entscheidungsfreudig</SoftSkill> und überzeugen durch <SoftSkill>Selbständigkeit</SoftSkill>, <SoftSkill>Belastbarkeit</SoftSkill> und <SoftSkill>Umsetzungsstärke</SoftSkill>.",['kundenorientiert'],['denken kundenorientiert'],['denken unternehmerisch'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}}]]",[0.35646974704446704],0.4999999950000001,0.0,0.4999999950000001,0.35646974704446704,11,False,MWA
201," Mit Ihrer <SoftSkill_C>herzlichen</SoftSkill_C>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste. ->"," Mit Ihrer <SoftSkill>herzlichen Art</SoftSkill>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste."," Mit Ihrer <SoftSkill>herzlichen Art</SoftSkill>, <SoftSkill>gewinnenden Art</SoftSkill> sorgen Sie als Mitarbeiterin der Selbstbedienungs-Cafeteria für eine angenehme Atmosphäre und eine kompetente Bedienung unserer Mitarbeitenden und Gäste.",['herzlichen'],['herzlichen Art'],['herzlichen Art'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
202,Mit Ihrer <SoftSkill_C>freundlichen</SoftSkill_C> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei. ->,Mit Ihrer <SoftSkill>freundlichen Art</SoftSkill> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei.,Mit Ihrer <SoftSkill>freundlichen Art</SoftSkill> sowie <SoftSkill>hilfsbereiten Art</SoftSkill> tragen Sie an vorderster Front massgeblich zur Zufriedenheit unserer Kunden bei.,['freundlichen'],['freundlichen Art'],['freundlichen Art'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
203," B, C
<SoftSkill_C>Exakte</SoftSkill_C> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill> ->"," B, C
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill>"," B, C
<SoftSkill>Exakte Arbeitsweise</SoftSkill> und <SoftSkill>systematische Arbeitsweise</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill>
<SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill>
<SoftSkill>Bereitschaft Pikettdienst zu leisten</SoftSkill>","['Exakte', 'Team-']","['Exakte Arbeitsweise', 'Teamfähigkeit']","['Exakte Arbeitsweise', 'systematische Arbeitsweise']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 2.1856718250793204e-78]",0.4999999975,0.4999999975,0.4999999975,0.5,20,False,HMDC
204," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill_C>systematische</SoftSkill_C> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill> ->"," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill>systematische Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill>"," Abgeschlossene KV oder vergleichbare Ausbildung
Erfahrung im Bereich Finanzbuchhaltung, Debitorenwesen, Mehrwertsteuerabrechnung
<SoftSkill>Zuverlässigkeit</SoftSkill> sowie <SoftSkill>systematische Arbeitsweise</SoftSkill> und <SoftSkill>selbständige Arbeitsweise</SoftSkill>
Gute Deutsch- und Englischkenntnisse
<SoftSkill>Teamgeist</SoftSkill>",['systematische'],['systematische Arbeitsweise'],['Zuverlässigkeit'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[1.6230908209450787e-78],0.0,0.0,0.0,1.6230908209450787e-78,21,False,OWA
205,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und am <SoftSkill_C>Umweltschutz</SoftSkill_C>. ->,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und <SoftSkill>Freude am Umweltschutz</SoftSkill>.,Sie haben <SoftSkill>Freude am Umgang mit recyclierbaren Wertstoffen</SoftSkill> und <SoftSkill>Freude am Umweltschutz</SoftSkill>.,['Umweltschutz'],['Freude am Umweltschutz'],['Freude am Umgang mit recyclierbaren Wertstoffen'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.3333333333333333, 'p': 0.6666666666666666, 'f': 0.44444444000000005}, 'rouge-2': {'r': 0.2, 'p': 0.5, 'f': 0.2857142816326531}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.6666666666666666, 'f': 0.44444444000000005}}]]",[0.25959351869544334],0.44444444000000005,0.2857142816326531,0.44444444000000005,0.25959351869544334,31,False,MWA
206,Sie sind <SoftSkill_C>offen</SoftSkill_C> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>. ->,Sie sind <SoftSkill>offen an neuen Herausforderungen</SoftSkill> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>.,Sie sind <SoftSkill>offen an neuen Herausforderungen</SoftSkill> und <SoftSkill>interessiert an neuen Herausforderungen</SoftSkill>.,['offen'],['offen an neuen Herausforderungen'],['offen an neuen Herausforderungen'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,MWA
207,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill_C>selbstständig</SoftSkill_C> als auch <SoftSkill_C>gemeinsam im Team</SoftSkill_C>. ->,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill>arbeiten sowohl selbstständig</SoftSkill> als auch <SoftSkill>arbeiten gemeinsam im Team</SoftSkill>.,Sie <SoftSkill>arbeiten sowohl eigenverantwortlich</SoftSkill> und <SoftSkill>arbeiten sowohl selbstständig</SoftSkill> als auch <SoftSkill>arbeiten gemeinsam im Team</SoftSkill>.,"['selbstständig', 'gemeinsam im Team']","['arbeiten sowohl selbstständig', 'arbeiten gemeinsam im Team']","['arbeiten sowohl eigenverantwortlich', 'arbeiten sowohl selbstständig']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}, 'rouge-2': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}}], [{'rouge-1': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.3333333333333333, 'p': 0.25, 'f': 0.2857142808163266}}]]","[0.4804819548203295, 0.3066439134043059]",0.4761904712414967,0.24999999750000004,0.4761904712414967,0.3935629341123177,35,False,MDC
208,•  <SoftSkill_C>qualitäts-</SoftSkill_C> und <SoftSkill>ergebnisorientiert</SoftSkill> ->,<SoftSkill>qualitätsorientiert</SoftSkill> und <SoftSkill>ergebnisorientiert</SoftSkill>,<SoftSkill>qualitätsorientiert</SoftSkill> und <SoftSkill>ergebnisorientiert</SoftSkill>,['qualitäts-'],['qualitätsorientiert'],['qualitätsorientiert'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.0,0.999999995,1.0,0,False,OWA
209," Sie
sind eine <SoftSkill_C>profilierte</SoftSkill_C> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch
<SoftSkill_C>hohe Sozial</SoftSkill_C>
-
und <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet. ->"," Sie sind eine <SoftSkill>profilierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch <SoftSkill>hohe Sozialkompetenz</SoftSkill>
sowie <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet."," Sie sind eine <SoftSkill>profilierte Führungspersönlichkeit</SoftSkill> und <SoftSkill>engagierte Führungspersönlichkeit</SoftSkill>, die sich durch <SoftSkill>hohe Sozialkompetenz</SoftSkill>
sowie <SoftSkill>Methodenkompetenz</SoftSkill>
en
auszeichnet.","['profilierte', 'hohe Sozial']","['profilierte Führungspersönlichkeit', 'hohe Sozialkompetenz']","['profilierte Führungspersönlichkeit', 'engagierte Führungspersönlichkeit']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[1.0, 7.026791577448959e-155]",0.4999999975,0.4999999975,0.4999999975,0.5,29,False,HMDC
210," Ihre
<SoftSkill>Freude an Zahlen</SoftSkill> und an <SoftSkill_C>Verkaufstätigkeiten</SoftSkill_C> machen
Sie zum <SoftSkill_C>versierten</SoftSkill_C>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>. ->"," Ihre <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an Verkaufstätigkeiten</SoftSkill> machen Sie zum <SoftSkill>versierten Machertyp</SoftSkill>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>."," Ihre <SoftSkill>Freude an Zahlen</SoftSkill> und <SoftSkill>Freude an Verkaufstätigkeiten</SoftSkill> machen Sie zum <SoftSkill>versierten Machertyp</SoftSkill>, <SoftSkill>kundenorientierten Machertyp</SoftSkill>.","['Verkaufstätigkeiten', 'versierten']","['Freude an Verkaufstätigkeiten', 'versierten Machertyp']","['Freude an Zahlen', 'Freude an Verkaufstätigkeiten']",2,2,50.0,1.0,"[[{'rouge-1': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}, 'rouge-2': {'r': 0.5, 'p': 0.5, 'f': 0.4999999950000001}, 'rouge-l': {'r': 0.6666666666666666, 'p': 0.6666666666666666, 'f': 0.6666666616666668}}], [{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]","[0.2835292838041384, 2.6952992807688768e-78]",0.3333333308333334,0.24999999750000004,0.3333333308333334,0.1417646419020692,40,False,MDC
211,Wir suchen eine <SoftSkill_C>engagierte</SoftSkill_C> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten. ->,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,Wir suchen eine <SoftSkill>engagierte Person</SoftSkill> und <SoftSkill>belastbare Person</SoftSkill> mit <SoftSkill>strategischem Geschick</SoftSkill> und einem besonderen Interesse an Finanzflüssen und der Analyse quantitativer und statistischer Daten.,['engagierte'],['engagierte Person'],['engagierte Person'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
212," •  <SoftSkill_C>Strukturierte</SoftSkill_C>, <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>akkurate Arbeitsweise</SoftSkill> ->"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>"," • <SoftSkill>Strukturierte Arbeitsweise</SoftSkill>, <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>akkurate Arbeitsweise</SoftSkill>","['Strukturierte', 'selbständige']","['Strukturierte Arbeitsweise', 'selbständige Arbeitsweise']","['Strukturierte Arbeitsweise', 'selbständige Arbeitsweise']",2,2,100.0,2.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}], [{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]","[1.0, 1.0]",0.999999995,0.999999995,0.999999995,1.0,0,False,MC
213,•  <SoftSkill_C>Guter Geruchs-</SoftSkill_C> und <SoftSkill>Geschmackssinn</SoftSkill> ->,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,<SoftSkill>Guter Geruchssinn</SoftSkill> und <SoftSkill>guter Geschmackssinn</SoftSkill>,['Guter Geruchs-'],['Guter Geruchssinn'],['Guter Geruchssinn'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,HOWA
214,•  <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill_C>hohe Durchsetzungs-</SoftSkill_C> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill> ->,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,• <SoftSkill>Hohe Leistungsbereitschaft</SoftSkill> sowie eine <SoftSkill>hohe Durchsetzungsfähigkeit</SoftSkill> und <SoftSkill>Entscheidungsfähigkeit</SoftSkill>,['hohe Durchsetzungs-'],['hohe Durchsetzungsfähigkeit'],['Hohe Leistungsbereitschaft'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[0.2528321426131554],0.0,0.0,0.0,0.2528321426131554,18,False,HOWA
215," Das <SoftSkill_C>selbständige</SoftSkill_C>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>. ->"," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>."," Das <SoftSkill>selbständige Arbeiten</SoftSkill>, <SoftSkill>eigenverantwortliche Arbeiten</SoftSkill> sowie die <SoftSkill>Mitarbeiterführung bereiten Ihnen Freude</SoftSkill>.",['selbständige'],['selbständige Arbeiten'],['selbständige Arbeiten'],1,1,100.0,1.0,"[[{'rouge-1': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-2': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}, 'rouge-l': {'r': 1.0, 'p': 1.0, 'f': 0.999999995}}]]",[1.0],0.999999995,0.999999995,0.999999995,1.0,0,False,OWA
216," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill_C>gut ausgeprägtes analytisches</SoftSkill_C> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen. ->"," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen."," <SoftSkill>strukturierte Vorgehensweise</SoftSkill>, <SoftSkill>gut ausgeprägtes analytisches Denken</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> sowie Kompetenz im Umgang mit Herstellungsunterlagen und Schemas von komplexe Systemen.",['gut ausgeprägtes analytisches'],['gut ausgeprägtes analytisches Denken'],['strukturierte Vorgehensweise'],1,1,0.0,0.0,"[[{'rouge-1': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-2': {'r': 0.0, 'p': 0.0, 'f': 0.0}, 'rouge-l': {'r': 0.0, 'p': 0.0, 'f': 0.0}}]]",[6.760170182627669e-155],0.0,0.0,0.0,6.760170182627669e-155,27,False,NONE
