sample-id,context,input,output,invalid,comments,valids
sjmm-32011190010234__315-341,Sie für die monatliche Abwicklung der Lohn- und Gehaltszahlungen der Ihnen zugeteilten,Lohn- und Gehaltszahlungen,Lohnzahlungen und Gehaltszahlungen,FALSE,,1
sjmm-22021111420776__514-544,Ihre Herausforderung : ? Reparatur- und Servicearbeiten in der Werkstatt und gelegentlich auch,Reparatur- und Servicearbeiten,Reparaturarbeiten und Servicearbeiten,FALSE,,1
sjmm-22005110870001__592-609,"der gefertigten Teile , das Ein- und Auslesen der NCProgramme sowie Vornehmen von",Ein- und Auslesen,Einlesen und Auslesen,FALSE,,1
sjmm-32020190010329__1211-1246,"und Baurechtsfragen Ausgeprägtes Beratungs- und Verhandlungsgeschick Teamfähigkeit , hohe",Beratungs- und Verhandlungsgeschick,Beratungsgeschick und Verhandlungsgeschick,FALSE,,1
sjmm-11977131070014__284-316,"und Querteilen von gewalzten Stahl- , Buntmetall- und Aluminiumbändern . Bearbeitung von Projekten für",Buntmetall- und Aluminiumbändern,Buntmetallbändern und Aluminiumbändern,FALSE,,1
sjmm-72019105001486__4004-4045,Referenz-Checks sind ein Teil des Rekrutierungs- und Selektierungsprozesses bei DSM . Bei Inanspruchnahme dieser,Rekrutierungs- und Selektierungsprozesses,Rekrutierungsprozesses und Selektierungsprozesses,FALSE,,1
sjmm-32014190021598__554-588,"Arbeitsschritte Sie installieren Wasser- und Luftversorgungssysteme , montieren Badewannen , Duschkabinen",Wasser- und Luftversorgungssysteme,Wasserversorgungssysteme und Luftversorgungssysteme,FALSE,,1
sjmm-22021124748989__1006-1040,"mit professionellen Verkaufs- , Verhandlungs- und Produkttrainings und erlernen dabei starkes",Verhandlungs- und Produkttrainings,Verhandlungstrainings und Produkttrainings,FALSE,,1
sjmm-72016105263178__586-619,und Budgets Erstellung von Heiz- und Nebenkostenabrechnungen Betreuung der unterstellten,Heiz- und Nebenkostenabrechnungen,Heizabrechnungen und Nebenkostenabrechnungen,FALSE,,1
sjmm-22009110001191__1132-1159,Bereitschaft zur Schichtarbeit inkl. Wochenend- und Nachtdienste ist unerlässlich Ausgezeichnete,Wochenend- und Nachtdienste,Wochenenddienste und Nachtdienste,FALSE,,1
sjmm-22021110700814__4741-4766,"Kliniken , Rehabilitationszentren , Alters- und Pflegezentren , Heimen für Menschen mit",Alters- und Pflegezentren,Alterszentren und Pflegezentren,FALSE,,1
sjmm-22005109590017__376-403,und Beschriftung Bestellwesen Kassa- und Abrechnungswesen Wir / bieten : Eine,Kassa- und Abrechnungswesen,Kassawesen und Abrechnungswesen,FALSE,,1
sjmm-22010112150700__28-64,Stellen Jobs Finanz- und Liegenschaftenverwaltung Die Liegenschaftenverwaltung der,Finanz- und Liegenschaftenverwaltung,Finanzverwaltung und Liegenschaftenverwaltung,FALSE,,1
sjmm-22021110700814__5082-5111,"gut , qualifizierte Berufsleute im Pflege- und Betreuungsbereich sind gesucht . Weitere Informationen",Pflege- und Betreuungsbereich,Pflegebereich und Betreuungsbereich,FALSE,,1
sjmm-32007190010070__988-1014,"Sie bei Randstad , Ihrem Partner für Temporär- und Dauerstellen : Randstad ( Schweiz ) AG Vicky",Temporär- und Dauerstellen,Temporärstellen und Dauerstellen,FALSE,,1
sjmm-22021117748234__1503-1544,"Beratungsfähigkeiten Hohe Akquise- , Verkaufs- und Dienstleistungsorientierung Sehr gute Umgangsformen und",Verkaufs- und Dienstleistungsorientierung,Verkaufsorientierung und Dienstleistungsorientierung,FALSE,,1
sjmm-72020110570353__1649-1675,Vertragsmanagement ( Einzel- und Rahmenverträge ) Nachtrags- und,Einzel- und Rahmenverträge,Einzelverträge und Rahmenverträge,FALSE,,1
sjmm-32020190031152__212-240,Organisieren und Teilnehmen an Verkaufs- und Kundenbindungs-Aktionen zur Leadgenerierung,Verkaufs- und Kundenbindungs,,TRUE,,0
sjmm-22009111811081__1247-1277,und Wissenschaftlern und haben gute Deutsch- und Englischkentnisse . Für Auskünfte wenden Sie sich bitte,Deutsch- und Englischkentnisse,Deutschkentnisse und Englischkentnisse,FALSE,,1
sjmm-72017107761849__828-856,Bar / Lounge sowie vielseitigen Bankett- und Konferenzräumen eine junge und aufgestellte,Bankett- und Konferenzräumen,Banketträumen und Konferenzräumen,FALSE,,1
sjmm-22010112701776__763-797,in Zusammenarbeit mit Wirtschafts- und Hochschulpartnern • Unterricht in den Grundlagen- und,Wirtschafts- und Hochschulpartnern,Wirtschaftspartnern und Hochschulpartnern,FALSE,,1
sjmm-72014112740038__1691-1725,"mit ausgeprägter Kunden- , Service- und Qualitätsorientierung und hoher Sozialkompetenz",Service- und Qualitätsorientierung,Serviceorientierung und Qualitätsorientierung,FALSE,,1
sjmm-22008108060653__107-147,Umgang mit Mitmenschen ? Sind für Sie Qualitäts- und Verantwortungsbewusstsein keine Fremdwörter ? Dann sind Sie,Qualitäts- und Verantwortungsbewusstsein,Qualitätsbewusstsein und Verantwortungsbewusstsein,FALSE,,1
sjmm-22011112722493__963-999,des Lernprozesses -Durchführung von Standort- und Beurteilungsgesprächen -Begleitung und Beratung von,Standort- und Beurteilungsgesprächen,Standortgesprächen und Beurteilungsgesprächen,FALSE,,1
sjmm-32011190051065__174-214,"Hersteller von Technologien für die Infektions- und Kontaminationsprävention für Krankenhäuser , wissenschaftliche",Infektions- und Kontaminationsprävention,Infektionsprävention und Kontaminationsprävention,FALSE,,1
sjmm-72012105471647__1717-1749,"ist für diese Aufgabe von Vorteil . Termin- und Qualitätsbewusstsein , organisatorisches Flair und",Termin- und Qualitätsbewusstsein,Terminbewusstsein und Qualitätsbewusstsein,FALSE,,1
sjmm-11992121020084__78-106,Wir suchen 2 Frauen die sich den Frühstücks- und Abendservice von Gruppen teilen können . morgens,Frühstücks- und Abendservice,Frühstücksservice und Abendservice,FALSE,,1
sjmm-72016108794365__131-151,"der Mitarbeiter Hilfe beim Ein- und Ausschiffen von Gästen , Informieren der Gäste",Ein- und Ausschiffen,Einschiffen und Ausschiffen,FALSE,,1
sjmm-72013105153832__429-453,und behandeln • Umlagerungen von Neu- und Austauschteilen • Einlagern von Retouren,Neu- und Austauschteilen,Neuteilen und Austauschteilen,FALSE,,1
sjmm-72016117854033__3414-3443,"unserem umfassenden Versicherungs- , Lösungs- und Beratungsangebot helfen wir Privatpersonen , kleinen",Lösungs- und Beratungsangebot,Lösungsangebot und Beratungsangebot,FALSE,,1
sjmm-22021117971018__2846-2885,Vielfalt und Chancengleichheit Einführungs- und Einarbeitungsprogramme Einführungs- und,Einführungs- und Einarbeitungsprogramme,Einführungsprogramme und Einarbeitungsprogramme,FALSE,,1
sjmm-72015107761378__393-420,"mit Ausrichtung auf Flughafen- , Firmen- und Individualgäste an stark frequentierten Lagen . Für",Firmen- und Individualgäste,Firmengäste und Individualgäste,FALSE,,1
sjmm-72019104583827__811-840,der Tagesverantwortung im Betreuungs- und Pflegebereich Führung der Betreuungs- und,Betreuungs- und Pflegebereich,Betreuungsbereich und Pflegebereich,FALSE,,1
sjmm-32008190040011__141-166,Der schweizerische Stellen- und Bewerberpool von / für,Stellen- und Bewerberpool,Stellenpool und Bewerberpool,FALSE,,1
sjmm-32009190030029__743-772,in verschiedenen Sprachen Allgemeine Produkt- und Serviceauskünfte an Abonennten und potenzielle,Produkt- und Serviceauskünfte,Produktauskünfte und Serviceauskünfte,FALSE,,1
sjmm-32010190010058__321-350,Mitarbeit bei der Erstellung von Monats- und Jahresabschlüssen - Mitarbeit bei der Umsetzung von,Monats- und Jahresabschlüssen,Monatsabschlüssen und Jahresabschlüssen,FALSE,,1
sjmm-22021117801152__2027-2059,"Französisch ( in Wort und Schrift ) Arbeitgeber- und Standortporträt Erfahren Sie , weshalb Siemens jedes",Arbeitgeber- und Standortporträt,Arbeitgeberporträt und Standortporträt,FALSE,,1
sjmm-32018190010320__234-265,oder nach Vereinbarung eine / einen Office- und Übersetzungsmanager / in ( 80 - 100 % ) Sie sind die,Office- und Übersetzungsmanager,Officemanager und Übersetzungsmanager,FALSE,,1
sjmm-22010111921008__1668-1700,"ausgewiesene Erfahrung im Projekt- , Anforderungs- und Testmanagement von IT-Systemen sowie die Führung von",Anforderungs- und Testmanagement,Anforderungsmanagement und Testmanagement,FALSE,,1
sjmm-72016113291367__322-346,und Servicequalität für unsere Firmen- und Privatkunden an . Unser schön gelegener Standort in,Firmen- und Privatkunden,Firmenkunden und Privatkunden,FALSE,,1
sjmm-32019190181458__266-293,und -absolventen mit Fach- und Führungspotenzial eine ideale Ausgangslage für den Start,Fach- und Führungspotenzial,Fachpotenzial und Führungspotenzial,FALSE,,1
sjmm-32008190050108__1105-1133,"in 80 -100 % Sie betreuen die Mutterkuh- und Jungviehherde , leisten Ablösedienste in anderen",Mutterkuh- und Jungviehherde,Mutterkuhherde und Jungviehherde,FALSE,,1
sjmm-12018122190001__727-752,"und Reinigungsarbeiten an Gebäuden , Betriebs- und Grünanlagen , Mithilfe bei der Hauptreinigung",Betriebs- und Grünanlagen,Betriebsanlagen und Grünanlagen,FALSE,,1
sjmm-72013114652446__1225-1266,und einem gesunden Kommunikations- und Durchsetzungsvermögen . Sie haben praktische Erfahrung im,Kommunikations- und Durchsetzungsvermögen,Kommunikationsvermögen und Durchsetzungsvermögen,FALSE,,1
sjmm-32013190011920__1221-1249,"Zeichnungen , Stücklisten , Prüf- und Montageanweisungen ) - Erstellung von Pflichtenheften",Prüf- und Montageanweisungen,Prüfanweisungen und Montageanweisungen,FALSE,,1
sjmm-72015105461430__2656-2688,Geduld und Ausdauer • Gute Mathematik- und Sprachkenntnisse ( vor allem Englisch ) Informatiker,Mathematik- und Sprachkenntnisse,Mathematikkenntnisse und Sprachkenntnisse,FALSE,,1
sjmm-72013114322136__966-995,Montage und Prüfung gemäss Montage- und Prüfvorschriften sowie Durchführung der,Montage- und Prüfvorschriften,Montagevorschriften und Prüfvorschriften,FALSE,,1
sjmm-32014190012273__455-492,uns weiterbringen . Engagierten Fachhochschul- und Hochschulabgängern bieten wir die Gelegenheit nach dem,Fachhochschul- und Hochschulabgängern,Fachhochschulabgängern und Hochschulabgängern,FALSE,,1
sjmm-32020190200847__671-699,zur Verstärkung des Bereichs Natur- und Landschaftspflege im Parc Ela insbesondere in den,Natur- und Landschaftspflege,Naturpflege und Landschaftspflege,FALSE,,1
sjmm-72015111862316__903-929,"Patientin . Die Therapie erfolgt im Einzel- und Gruppensetting , die Pflegefachpersonen arbeiten im",Einzel- und Gruppensetting,Einzelsetting und Gruppensetting,FALSE,,1
sjmm-22021109551310__947-980,Weiterentwicklungsmöglichkeiten in Unterrichts- und Schulentwicklung einer modernen Infrastruktur Wir,Unterrichts- und Schulentwicklung,Unterrichtsentwicklung und Schulentwicklung,FALSE,,1
sjmm-32021190081244__764-799,Gewährleistung und Einhaltung von Sicherheits- und Qualitätsstandards • administrative Tätigkeiten,Sicherheits- und Qualitätsstandards,Sicherheitsstandards und Qualitätsstandards,FALSE,,1
sjmm-72019112130051__1407-1431,bearbeiten und entscheiden Bau- und Planbeschwerden und bereiten Einwendungsentscheide zu,Bau- und Planbeschwerden,Baubeschwerden und Planbeschwerden,FALSE,,1
sjmm-32021190210836__456-487,und in der Herstellung von Linear- und Antriebskomponenten . Mittels Integration von,Linear- und Antriebskomponenten,Linearkomponenten und Antriebskomponenten,FALSE,,1
sjmm-22001106960011__786-828,Kenntnisse auf dem Gebiet des Haftpflicht- und Sozialversicherungsrechts . Wir stellen uns eine initiative,Haftpflicht- und Sozialversicherungsrechts,Haftpflichtrechts und Sozialversicherungsrechts,FALSE,,1
sjmm-22010109782493__438-472,uvm. ) - Erstellung und Pflege der Annahme- und Zeichnungsrichtlinien in den Sparten Motorfahrzeug und,Annahme- und Zeichnungsrichtlinien,Annahmerichtlinien und Zeichnungsrichtlinien,FALSE,,1
sjmm-32015190012185__1233-1260,"der Unternehmer ( Qualitäts- , Termin- und Kostenkontrolle ) Mitarbeit in Projekten im Umfeld",Termin- und Kostenkontrolle,Terminkontrolle und Kostenkontrolle,FALSE,,1
sjmm-72018110692672__1349-1374,"BESA Kenntnisse wünschenswert • Sozial- und Fachkompetenz , • Einfühlungsvermögen und",Sozial- und Fachkompetenz,Sozialkompetenz und Fachkompetenz,FALSE,,1
sjmm-72020108421445__2726-2759,Sie besitzen fundiertes IT- und Projektleitungsfachwissen sowie Kenntnisse der Vorgehen Scrum,IT- und Projektleitungsfachwissen,IT-Fachwissen und Projektleitungsfachwissen,FALSE,,1
sjmm-72015109951689__1522-1551,und Schulungen an Kassier- und Kontrollsystemen im Freizeitbereich - selbstständige,Kassier- und Kontrollsystemen,Kassiersystemen und Kontrollsystemen,FALSE,,1
sjmm-22011109770053__257-288,CHD60014e ABB ist führend in der Energie- und Automationstechnik . Das Unternehmen ermöglicht seinen,Energie- und Automationstechnik,Energietechnik und Automationstechnik,FALSE,,1
sjmm-72019105270271__913-944,Weiterentwicklung von umfangreichen Analyse- und Projekttätigkeiten Ihre Qualifikation,Analyse- und Projekttätigkeiten,Analysetätigkeiten und Projekttätigkeiten,FALSE,,1
sjmm-22010109201422__246-282,"betriebswirtschaftlichen Planungs- , Entscheidungs- und Umsetzungsprozess . Ihr Aufgabenspektrum reicht von der",Entscheidungs- und Umsetzungsprozess,Entscheidungsprozess und Umsetzungsprozess,FALSE,,1
sjmm-72019104583828__1248-1281,Menüvorschlägen Einhalten der Qualitäts- und Hygienerichtlinien und der Arbeitssicherheit,Qualitäts- und Hygienerichtlinien,Qualitätsrichtlinien und Hygienerichtlinien,FALSE,,1
sjmm-72014100342482__763-801,"in der Planungs- , Projektierungs- und Realisierungsphase . Zudem führen Sie Verhandlungen mit",Projektierungs- und Realisierungsphase,Projektierungsphase und Realisierungsphase,FALSE,,1
sjmm-22021101212883__380-411,ganzen Produktionsanlagen tätig . Für Einzel- und Serienanfertigungen oder den Prototypenbau kommen,Einzel- und Serienanfertigungen,Einzelanfertigungen und Serienanfertigungen,FALSE,,1
sjmm-72016113322997__61-89,to work Senevita Die individuellen Wohn- und Betreuungsangebote von Senevita schenken Lebensqualität,Wohn- und Betreuungsangebote,Wohnangebote und Betreuungsangebote,FALSE,,1
sjmm-72017112213344__1240-1273,Alterspsychiatrie und Konsiliar- und Liaisonpsychiatrie ( stationär und ambulant,Konsiliar- und Liaisonpsychiatrie,Konsiliarpsychiatrie und Liaisonpsychiatrie,FALSE,,1
sjmm-22010109782490__490-516,und Abschlussverhandlungen für Spezial- und Grossofferten in Zusammenarbeit mit den zuständigen,Spezial- und Grossofferten,Spezialofferten und Grossofferten,FALSE,,1
sjmm-32020190031215__263-297,mithilfe eines bequemen und einfachen Ernährungs- und Lifestylekonzeptes . Egal was für Ziele und Präferenzen,Ernährungs- und Lifestylekonzeptes,Ernährungskonzeptes und Lifestylekonzeptes,FALSE,,1
sjmm-72018108762805__720-747,und Fertigungsaufträgen für Erst- und Wiederholaufträge Projektterminierung,Erst- und Wiederholaufträge,Erstaufträge und Wiederholaufträge,FALSE,,1
sjmm-32013190011841__968-1000,"Wenn Sie bewährte und erprobte Design- und Entwicklungsmethoden ebenso professionell einsetzen , wie",Design- und Entwicklungsmethoden,Designmethoden und Entwicklungsmethoden,FALSE,,1
sjmm-32014190021875__484-508,für die Entwicklung der Prüf- und Prozessplanung im Bereich Qualitätssicherung . Sie,Prüf- und Prozessplanung,Prüfplanung und Prozessplanung,FALSE,,1
sjmm-32020190010148__309-332,in Pflege und Betreuung Das Wohn- und Pflegezentrum Salmenpark AG in Rheinfelden mit 101,Wohn- und Pflegezentrum,Wohnzentrum und Pflegezentrum,FALSE,,1
sjmm-72013117802286__1033-1063,Desk Logistik sowie für das SBB-Travel- und Übersetzungsportal Sitzungszimmer- und,Travel- und Übersetzungsportal,Travelportal und Übersetzungsportal,FALSE,,1
sjmm-11976141110033__1097-1126,Graphologische Gutachten Laufbahn- und,Laufbahn- und Berufsförderung,Laufbahnförderung und Berufsförderung,FALSE,,1
sjmm-72017113892036__1125-1146,oder Automatiker Erfahrung in der Mess- und Prüftechnik Freude an Tätigkeit in der Mess- und,Mess- und Prüftechnik,Messtechnik und Prüftechnik,FALSE,,1
sjmm-72014108813203__1579-1615,"m / s. - Eine ausgeprägte Analyse- und Problemlösungsfähigkeit , Präsentationskompetenz und ein",Analyse- und Problemlösungsfähigkeit,Analysefähigkeit und Problemlösungsfähigkeit,FALSE,,1
sjmm-12003131070028__363-394,"allgemeine Fragen der öffentlichen Haushalts- und Rechnungsführung , analysieren die Auswirkungen der",Haushalts- und Rechnungsführung,Haushaltsführung und Rechnungsführung,FALSE,,1
sjmm-11994121020066__191-215,und Männer offen . Inspektor für Wald- und Landwirtschaft Kreis III ( Visp ) bei der,Wald- und Landwirtschaft,Waldwirtschaft und Landwirtschaft,FALSE,,1
sjmm-32007190010007__223-250,"fünf Geschäftsbereiche Zentrifugen- , Conserven- und Waschtechnik sowie die Giesserei und die Produktion",Conserven- und Waschtechnik,Conserventechnik und Waschtechnik,FALSE,,1
sjmm-32010190110018__354-386,"für die gesamte Kreditoren- , Debitoren- und Finanzbuchhaltung inkl. Mithilfe bei den Abschlüssen und",Debitoren- und Finanzbuchhaltung,Debitorenbuchhaltung und Finanzbuchhaltung,FALSE,,1
sjmm-11985131120001__367-405,vorzugsweise im Versicherungswesen . Organisations- und Führungsfähigkeiten kontaktfreudig und persönlich,Organisations- und Führungsfähigkeiten,Organisationsfähigkeiten und Führungsfähigkeiten,FALSE,,1
sjmm-22002109510006__27-49,sind eine innovative Privat- und Akutklinik im Belegartztsystem mit 189 Betten,Privat- und Akutklinik,Privatklinik und Akutklinik,FALSE,,1
sjmm-32010190050210__1666-1697,Sie zeichnen sich durch eine hohe Kunden- und Prozessorientierung aus und bringen ein natürliches,Kunden- und Prozessorientierung,Kundenorientierung und Prozessorientierung,FALSE,,1
sjmm-11994131120007__272-298,und teilweise französisch . Im Mahn- und Betreibungswesen sowie im Zahlungsverkehr kennen Sie,Mahn- und Betreibungswesen,Mahnwesen und Betreibungswesen,FALSE,,1
sjmm-72016112681074__1543-1574,"Unternehmen des Detailhandels in der Schönheits- und Kosmetikbranche • Professionelles , junges und",Schönheits- und Kosmetikbranche,Schönheitsbranche und Kosmetikbranche,FALSE,,1
sjmm-72019114102555__770-794,"Therapien durch , sprechen sich mit Lehr- und Bezugspersonen ab , beraten diese bei ihren Bereich",Lehr- und Bezugspersonen,Lehrpersonen und Bezugspersonen,FALSE,,1
sjmm-72015105352098__77-112,national und international etablierte Verkehrs- und Begegnungsdrehscheibe der Schweiz - den Flughafen Zürich,Verkehrs- und Begegnungsdrehscheibe,Verkehrsdrehscheibe und Begegnungsdrehscheibe,FALSE,,1
sjmm-22021108431553__2344-2380,Arbeitsweise sowie starke Planungs- und Organisationsfähigkeit Ausgezeichnete Deutschkenntnisse in,Planungs- und Organisationsfähigkeit,Planungsfähigkeit und Organisationsfähigkeit,FALSE,,1
sjmm-72016114534397__44-63,Verstärkung unseres Corporate-Teams ( Event- und Messebau ) suchen wir per sofort oder nach,Event- und Messebau,Eventbau und Messebau,FALSE,,1
sjmm-22021111360782__1370-1404,"im ICT-Bereich • Hohe Kunden- , Qualitäts- und Serivceorientierung • Gute schriftliche und mündliche",Qualitäts- und Serivceorientierung,Qualitätsorientierung und Serivceorientierung,FALSE,,1
sjmm-72018127090678__424-448,beim Kunden ) Bereitstellung von Break- und Fixleistungen Fehlersuche und Störungsbehebung,Break- und Fixleistungen,Breakleistungen und Fixleistungen,FALSE,,1
sjmm-32019190071288__784-811,und Ausführungsunterlagen Plan- und Schemazeichnungen mittels Plancal CAD Teilprojekte,Plan- und Schemazeichnungen,Planzeichnungen und Schemazeichnungen,FALSE,,1
sjmm-22011109481690__175-195,"Welt der automatischen Kaba Tür- , Tor- und Wandsysteme . Innovation und modernste",Tor- und Wandsysteme,Torsysteme und Wandsysteme,FALSE,,1
sjmm-72020111732019__1678-1707,mit den zuweisenden Behörden - Hohe Sozial- und Methodenkompetenz im Umgang mit Jugendlichen und jungen,Sozial- und Methodenkompetenz,Sozialkompetenz und Methodenkompetenz,FALSE,,1
sjmm-72012113491507__307-333,"und Armaturen für die Heizungs- , Lüftungs- und Klimatechnik . In diesem spezifischen Markt sind",Lüftungs- und Klimatechnik,Lüftungstechnik und Klimatechnik,FALSE,,1
sjmm-72020117734577__1832-1864,Sie kennen unsere Handels- und Abwicklungsprozesse und gestalten sie aktiv mit - bei,Handels- und Abwicklungsprozesse,Handelsprozesse und Abwicklungsprozesse,FALSE,,1
sjmm-32006190120005__1120-1150,"Sie interessieren sich fur Verkehrs- und Kulturgeschichte und haben Freude daran , Ihr Wissen",Verkehrs- und Kulturgeschichte,Verkehrsgeschichte und Kulturgeschichte,FALSE,,1
sjmm-12004142210002__112-142,der Stadt St. Gallen gewählt . Das Justiz- und Polizeidepartement des Kantons St. Gallen sucht daher auf,Justiz- und Polizeidepartement,Justizdepartement und Polizeidepartement,FALSE,,1
sjmm-32017190011263__1324-1352,bei der Bewirtschaftung der Ersatz- und Verschleissteile und des Lagers ( inkl. Einkauf,Ersatz- und Verschleissteile,Ersatzteile und Verschleissteile,FALSE,,1
sjmm-72015115171867__193-227,für Grundausbildung / Kaufmännische- und Informatiklehre mehrjährige Erfahrung in der,Kaufmännische- und Informatiklehre,Kaufmännische Lehre und Informatiklehre,FALSE,Special case,1
sjmm-32011190050096__1074-1109,Deutschkenntnisse # Sehr gute Französisch- und Englischkenntnisse # Versierter Umgang mit MS-Office,Französisch- und Englischkenntnisse,Französischkenntnisse und Englischkenntnisse,FALSE,,1
sjmm-12018132030001__50-73,Medien Wir sind das führende Verlags- und Medienhaus im Zürcher Oberland und sind auch im,Verlags- und Medienhaus,Verlagshaus und Medienhaus,FALSE,,1
sjmm-32018190031150__1249-1284,"beim Erstellen von Stark- und Schwachstromsubmissionen , bei Objektaufnahmen sowie Vor- und",Stark- und Schwachstromsubmissionen,Starkstromsubmissionen und Schwachstromsubmissionen,FALSE,,1
sjmm-72014104360499__695-717,ein eigenes Portfolio mit Wohn- und Geschäftslie-genschaften sowie Stockwerkeigentum,Wohn- und Geschäftslie,,TRUE,,0
sjmm-72019113374345__701-728,"täglich Desserts , Süssigkeiten sowie Themen- und Hochzeitstorten in allen Bereichen der",Themen- und Hochzeitstorten,Thementorten und Hochzeitstorten,FALSE,,1
sjmm-11994121110005__1201-1226,"sind bis 28. März 1994 an das Jugend- und Kulturzentrum Gaskessel , Sandrainstrasse 25 , 3007",Jugend- und Kulturzentrum,Jugendzentrum und Kulturzentrum,FALSE,,1
sjmm-32010190030073__495-526,"in erledigen Sie Reparatur- , Unterhalts- und Servicearbeiten an unseren vielseitig einsetzbaren",Unterhalts- und Servicearbeiten,Unterhaltsarbeiten und Servicearbeiten,FALSE,,1
sjmm-32019190031079__465-489,Vermietung von Büro- und Gewerbeflächen in der deutschen Schweiz,Büro- und Gewerbeflächen,Büroflächen und Gewerbeflächen,FALSE,,1
sjmm-11976131070005__412-446,"im Zusammanhang mit den im Fach- , Abteilungs- und Gesamtschulbereich anfallenden Aufgaben . Erforderliche",Abteilungs- und Gesamtschulbereich,Abteilungsbereich und Gesamtschulbereich,FALSE,,1
sjmm-22002109930003__703-733,"Beobachtungsgabe sowie abstraktes Denk- und Vorstellungsvermögen . Bereitschaft , Schichtarbeit zu",Denk- und Vorstellungsvermögen,Denkvermögen und Vorstellungsvermögen,FALSE,,1
sjmm-32017190191934__643-676,"bei Privatkunden Allgemeine Schreiner- und Unterhaltsarbeiten Wartung , Reparatur und",Schreiner- und Unterhaltsarbeiten,Schreinerarbeiten und Unterhaltsarbeiten,FALSE,,1
sjmm-11950141170001__425-453,"noch Anmeldungen für Tiere an die Frühjahrs- und Herbstnutzung der Tratt angenommen . Eichberg , den",Frühjahrs- und Herbstnutzung,Frühjahrsnutzung und Herbstnutzung,FALSE,,1
sjmm-72018112213377__366-394,als Assistenzarzt ( w / m ) in der Alters- und Neuropsychiatrie Arbeitspensum 100 % Ihre,Alters- und Neuropsychiatrie,Alterspsychiatrie und Neuropsychiatrie,FALSE,,1
sjmm-11969132090010__80-110,"gesucht . Zürich 7 , Montag- , Mittwoch- und Freitagvormittag . Angenehme Stelle",Mittwoch- und Freitagvormittag,Mittwochvormittag und Freitagvormittag,FALSE,,1
sjmm-32011190140017__610-635,"Muttersprache Deutsch , sehr gute Englisch- und Französisch- , von Vorteil auch",Englisch- und Französisch,,TRUE,,0
sjmm-72019112192548__1379-1421,selbständiger Arbeitsweise Hohe Organisations- und Kommunikationsfähigkeit Teamfähigkeit und Engagement,Organisations- und Kommunikationsfähigkeit,Organisationsfähigkeit und Kommunikationsfähigkeit,FALSE,,1
sjmm-32021190190125__493-515,und Kreditorenbuchhaltung inkl. Mahn- und Inkassowesen Verantwortung für Spesen,Mahn- und Inkassowesen,Mahnwesen und Inkassowesen,FALSE,,1
sjmm-72017104383355__1311-1340,"Radiologie und Physiotherapie Lern- und Vertiefungsumgebung für manuelle Medizin , Osteologie",Lern- und Vertiefungsumgebung,Lernumgebung und Vertiefungsumgebung,FALSE,,1
sjmm-32016190030180__1197-1219,"an den wichtigsten Messen , aktive Markt- und Mitbewerber-Beobachtung Planen und Umsetzen",Markt- und Mitbewerber,,TRUE,,0
sjmm-32021190030638__2866-2897,Denken Überdurchschnittliche Lösungs- und Kundenorientierung Im Bereich Property & Casualty,Lösungs- und Kundenorientierung,Lösungsorientierung und Kundenorientierung,FALSE,,1
sjmm-32014190012160__700-730,"Möglichkeit Arbeitsbestätigungen , Zwischen- und Schlusszeugnisse zu erstellen Das Bewerbermanagement",Zwischen- und Schlusszeugnisse,Zwischenzeugnisse und Schlusszeugnisse,FALSE,,1
sjmm-72013112681227__76-107,das führende Handelsunternehmen der Parfümerie- und Kosmetikbranche . Die Marionnaud Gruppe gehört zur,Parfümerie- und Kosmetikbranche,Parfümeriebranche und Kosmetikbranche,FALSE,,1
sjmm-11972122010003__411-440,"5-Tage-Woche . Peter W. Eisenhart , Uhren- und Bijouteriegeschäft , Höheweg 54 , 3800 Interlaken",Uhren- und Bijouteriegeschäft,Uhrengeschäft und Bijouteriegeschäft,FALSE,,1
sjmm-22006108840186__403-434,"Aufzeigen und Durchführen von Produkt- und Prozessoptimierung . Berechnung , Auslegung und",Produkt- und Prozessoptimierung,Produktoptimierung und Prozessoptimierung,FALSE,,1
sjmm-32017190011011__1097-1134,der Systemsoftware • Analyse von Development- und Produktionsproblemen • Unterhalt und Administration von,Development- und Produktionsproblemen,Developmentproblemen und Produktionsproblemen,FALSE,,1
sjmm-22021113580062__1102-1138,Übernahme von infrastrukturellen Vorbereitungs- und Transportarbeiten im Bereich der Lagerhaltung Licht,Vorbereitungs- und Transportarbeiten,Vorbereitungsarbeiten und Transportarbeiten,FALSE,,1
sjmm-22010109450580__457-495,"Zu Ihren Aufgaben gehören neben der Komponenten- und Baugruppenentwicklung , auch die Unterstützung der",Komponenten- und Baugruppenentwicklung,Komponentenentwicklung und Baugruppenentwicklung,FALSE,,1
sjmm-32016190011444__172-195,"und viele andere Menschen Bildungs- , Kultur- und Gartenstadt . Unsere Mitarbeitenden sind am Puls",Kultur- und Gartenstadt,Kulturstadt und Gartenstadt,FALSE,,1
sjmm-32010190040033__865-896,Prozesssicherheit * Sehr gute Englisch- und Deutschkenntnisse ( in Wort & Schrift ) * Erfahrung,Englisch- und Deutschkenntnisse,Englischkenntnisse und Deutschkenntnisse,FALSE,,1
sjmm-22021128059754__2012-2040,Sie bringen mehrjährige Berufs- und Projekterfahrung im Bereich CRM / Dialogmarketing bei,Berufs- und Projekterfahrung,Berufserfahrung und Projekterfahrung,FALSE,,1
